GLOBAL_ID,ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,CATALOGUE
66,66,24d09m16.3s,15d46m53.3s,33,33,33,0,3,50,3.22,A
67,67,24d09m16.4s,15d47m2.1s,29,29,29,0,3,19,3.19,A
68,68,24d09m16.5s,15d48m6.0s,24,24,24,0,3,-27,4.44,A
69,69,24d09m16.6s,15d48m9.0s,25,25,25,0,3,-20,4.54,A
70,70,24d09m16.7s,15d48m4.9s,26,26,26,0,3,-33,4.4,A
71,71,24d09m17.0s,15d48m11.9s,24,24,24,0,3,-11,4.62,A
72,72,24d09m17.1s,15d47m7.7s,27,19,24,-80,3,-5,3.18,A
73,73,24d09m17.3s,15d47m8.9s,88,66,81,0,3,-14,3.17,A
74,74,24d09m17.3s,15d47m3.6s,129,87,115,20,3,7,3.15,A
75,75,24d09m17.4s,15d48m13.1s,41,41,41,0,3,-9,4.66,A
76,76,24d09m17.5s,15d48m5.8s,36,36,36,0,3,-36,4.41,A
77,77,24d09m17.7s,15d47m1.5s,36,36,36,0,3,11,3.13,A
78,78,24d09m18.0s,15d48m3.8s,36,36,36,0,3,-45,4.32,A
79,79,24d09m18.0s,15d47m10.8s,54,33,47,30,3,-26,3.15,A
80,80,24d09m18.2s,15d48m11.8s,26,26,26,0,3,-20,4.59,A
81,81,24d09m18.2s,15d47m60.0s,36,36,36,0,3,-54,4.19,A
82,82,24d09m18.2s,15d47m6.2s,19,15,18,0,3,-7,3.12,A
83,83,24d09m18.4s,15d47m14.8s,28,17,24,-60,3,-41,3.17,A
84,84,24d09m18.5s,15d47m11.7s,19,17,18,-90,3,-32,3.14,A
85,85,24d09m18.5s,15d48m7.4s,26,26,26,0,3,-40,4.42,A
86,86,24d09m18.5s,15d47m7.5s,17,7,14,-80,3,-16,3.11,A
87,87,24d09m18.8s,15d48m4.9s,37,37,37,0,3,-50,4.33,A
88,88,24d09m18.9s,15d48m17.6s,27,26,27,-90,3,-6,4.77,A
89,89,24d09m19.0s,15d47m3.4s,21,21,21,0,3,6,3.07,A
90,90,24d09m19.3s,15d47m5.6s,17,13,15,20,3,-15,3.06,A
91,91,24d09m19.5s,15d48m7.4s,22,22,22,0,3,-48,4.39,A
92,92,24d09m19.8s,15d47m5.4s,17,13,15,0,3,-17,3.04,A
93,93,24d09m19.9s,15d47m7.0s,80,63,74,30,3,-24,3.04,A
94,94,24d09m19.9s,15d46m46.4s,43,43,43,0,3,62,3.11,A
95,95,24d09m20.0s,15d47m4.1s,30,30,30,0,3,-15,3.03,A
96,96,24d09m20.2s,15d48m18.5s,14,14,14,0,3,-11,4.77,A
97,97,24d09m20.6s,15d47m1.5s,19,18,19,0,3,-11,3.0,A
98,98,24d09m20.8s,15d48m1.4s,260,187,236,70,3,-74,4.15,A
99,99,24d09m20.9s,15d46m59.2s,181,120,161,-25,3,-3,2.99,A
100,100,24d09m21.0s,15d47m5.3s,34,19,29,-20,3,-25,2.99,A
101,101,24d09m21.1s,15d48m13.5s,20,20,20,0,3,-39,4.56,A
102,102,24d09m21.2s,15d47m7.0s,20,20,20,0,3,-34,2.98,A
103,103,24d09m21.2s,15d47m2.0s,15,11,14,-90,3,-18,2.97,A
104,104,24d09m21.6s,15d47m6.4s,10,7,9,60,3,-35,2.96,A
105,105,24d09m21.6s,15d47m4.3s,25,25,25,0,3,-26,2.96,A
106,106,24d09m21.9s,15d47m6.6s,13,9,11,60,3,-38,2.95,A
107,107,24d09m22.3s,15d48m4.8s,31,30,31,-90,3,-78,4.22,A
108,108,24d09m22.5s,15d47m7.0s,29,22,26,30,3,-44,2.93,A
109,109,24d09m22.6s,15d47m3.6s,20,19,20,-90,3,-32,2.91,A
110,110,24d09m22.7s,15d47m12.0s,230,171,211,50,3,-68,2.95,A
111,111,24d09m22.8s,15d47m2.7s,26,24,25,-90,3,-33,2.9,A
112,112,24d09m22.8s,15d47m5.1s,53,44,50,20,3,-39,2.9,A
113,113,24d09m23.5s,15d47m5.7s,17,14,16,40,3,-47,2.87,A
114,114,24d09m23.6s,15d48m22.3s,42,42,42,0,3,-23,4.81,A
115,115,24d09m23.9s,15d48m12.5s,27,27,27,0,3,-64,4.44,A
116,116,24d09m24.1s,15d46m52.4s,73,73,73,0,3,-16,2.87,A
117,117,24d09m24.1s,15d46m58.7s,23,16,21,40,3,-24,2.84,A
118,118,24d09m24.3s,15d46m58.1s,12,11,12,-90,3,-22,2.83,A
119,119,24d09m24.4s,15d46m59.4s,10,9,10,-90,3,-30,2.83,A
120,120,24d09m24.4s,15d47m7.0s,62,42,56,0,3,-59,2.84,A
121,121,24d09m24.6s,15d47m3.4s,19,18,19,-90,3,-48,2.82,A
122,122,24d09m24.9s,15d46m59.4s,9,9,9,0,3,-33,2.8,A
123,123,24d09m24.9s,15d46m59.7s,8,8,8,0,3,-35,2.8,A
124,124,24d09m24.9s,15d47m0.6s,27,27,27,-90,3,-40,2.8,A
125,125,24d09m25.0s,15d46m58.9s,11,9,10,-90,3,-32,2.8,A
126,126,24d09m25.1s,15d47m2.5s,21,15,19,-60,3,-49,2.79,A
127,127,24d09m25.2s,15d47m4.7s,25,25,25,0,3,-56,2.79,A
128,128,24d09m25.3s,15d47m14.9s,26,26,26,-90,3,-98,2.86,A
129,129,24d09m25.5s,15d48m23.1s,26,26,26,0,3,-33,4.8,A
130,130,24d09m25.5s,15d47m14.0s,18,18,18,-90,3,-96,2.84,A
131,131,24d09m25.7s,15d46m59.4s,12,11,11,-90,3,-39,2.77,A
132,132,24d09m26.1s,15d47m0.2s,9,9,9,0,3,-46,2.75,A
133,133,24d09m26.1s,15d47m6.9s,25,24,24,-90,3,-72,2.76,A
134,134,24d09m26.2s,15d46m59.4s,9,8,9,-90,3,-41,2.74,A
135,135,24d09m26.2s,15d48m29.9s,20,20,20,0,3,-10,5.05,A
136,136,24d09m26.3s,15d48m22.1s,15,15,15,0,3,-45,4.73,A
137,137,24d09m26.4s,15d47m16.4s,47,37,44,0,3,-110,2.83,A
138,138,24d09m26.4s,15d47m12.2s,15,14,14,0,3,-96,2.78,A
139,139,24d09m26.4s,15d47m0.0s,11,11,11,0,3,-47,2.73,A
140,140,24d09m26.5s,15d47m1.6s,99,57,85,40,3,-56,2.73,A
141,141,24d09m26.5s,15d47m0.4s,10,9,10,20,3,-50,2.73,A
142,142,24d09m26.6s,15d47m13.5s,24,23,24,-90,3,-103,2.78,A
143,143,24d09m26.6s,15d48m18.4s,31,29,30,0,3,-65,4.58,A
144,144,24d09m26.7s,15d48m22.9s,21,21,21,0,3,-42,4.75,A
145,145,24d09m26.8s,15d46m59.2s,8,8,8,-90,3,-44,2.71,A
146,146,24d09m27.0s,15d46m59.6s,10,9,10,0,3,-48,2.71,A
147,147,24d09m27.1s,15d46m58.3s,39,39,39,0,3,-41,2.7,A
148,148,24d09m27.2s,15d48m23.2s,29,29,29,0,3,-44,4.76,A
149,149,24d09m27.2s,15d48m25.5s,29,29,29,0,3,-35,4.84,A
150,150,24d09m27.4s,15d47m10.5s,34,33,33,0,3,-96,2.72,A
151,151,24d09m27.6s,15d47m11.6s,17,16,17,-90,3,-102,2.72,A
152,152,24d09m27.7s,15d47m12.6s,24,22,23,-90,3,-107,2.73,A
153,153,24d09m27.8s,15d47m8.0s,24,23,24,0,3,-89,2.69,A
154,154,24d09m27.8s,15d48m16.1s,19,19,19,0,3,-81,4.46,A
155,155,24d09m28.1s,15d46m53.9s,41,40,41,-90,3,-45,2.68,A
156,156,24d09m28.2s,15d48m24.9s,19,19,19,0,3,-45,4.79,A
157,157,24d09m28.3s,15d48m21.5s,22,22,22,0,3,-61,4.66,A
158,158,24d09m28.5s,15d46m59.8s,28,27,27,-90,3,-59,2.64,A
159,159,24d09m28.6s,15d47m2.1s,40,39,40,0,3,-73,2.63,A
160,160,24d09m28.6s,15d48m26.0s,25,25,25,0,3,-43,4.83,A
161,161,24d09m28.6s,15d47m8.9s,24,24,24,0,3,-99,2.66,A
162,162,24d09m28.6s,15d48m28.6s,62,62,62,0,3,-31,4.93,A
163,163,24d09m28.7s,15d47m4.2s,27,27,27,0,3,-84,2.63,A
164,164,24d09m28.8s,15d47m11.9s,31,26,29,-90,2,103,2.67,A
165,165,24d09m28.9s,15d47m9.8s,18,18,18,-90,3,-105,2.65,A
166,166,24d09m29.4s,15d47m2.2s,21,19,20,-90,3,-79,2.6,A
167,167,24d09m29.4s,15d47m17.9s,38,34,37,-90,2,97,2.72,A
168,168,24d09m29.5s,15d47m9.5s,21,19,20,-90,2,102,2.62,A
169,169,24d09m29.6s,15d46m46.2s,21,21,21,0,3,-89,2.68,A
170,170,24d09m30.0s,15d46m19.0s,30,30,30,0,4,-66,3.26,A
171,171,24d09m30.5s,15d47m1.9s,29,29,29,0,3,-85,2.54,A
172,172,24d09m30.9s,15d47m3.9s,55,55,55,0,2,98,2.53,A
173,173,24d09m31.3s,15d47m13.0s,23,19,22,-90,2,81,2.57,A
174,174,24d09m31.3s,15d47m17.6s,61,59,60,-90,2,81,2.63,A
175,175,24d09m31.3s,15d48m24.5s,32,32,32,0,3,-70,4.7,A
176,176,24d09m31.4s,15d48m26.1s,26,26,26,0,3,-62,4.76,A
177,177,24d09m31.9s,15d48m34.5s,28,28,28,0,3,-24,5.1,A
178,178,24d09m31.9s,15d47m7.0s,37,37,37,0,2,84,2.49,A
179,179,24d09m32.0s,15d48m32.1s,26,26,26,0,3,-37,4.99,A
180,180,24d09m32.3s,15d47m13.5s,32,32,32,0,2,72,2.53,A
181,181,24d09m32.8s,15d48m24.3s,34,34,34,0,3,-81,4.66,A
182,182,24d09m32.9s,15d47m12.0s,24,23,24,-90,2,68,2.49,A
183,183,24d09m32.9s,15d47m4.4s,18,18,18,0,2,81,2.44,A
184,184,24d09m33.0s,15d48m31.5s,40,40,40,0,3,-46,4.95,A
185,185,24d09m33.1s,15d47m4.0s,16,16,16,0,2,79,2.43,A
186,186,24d09m33.2s,15d48m29.3s,52,52,52,0,3,-60,4.85,A
187,187,24d09m33.3s,15d48m33.6s,16,16,16,0,3,-38,5.03,A
188,188,24d09m33.4s,15d47m19.1s,14,13,14,-90,2,63,2.56,A
189,189,24d09m33.4s,15d47m5.2s,35,35,35,0,2,76,2.42,A
190,190,24d09m33.5s,15d47m2.2s,117,117,117,0,2,78,2.41,A
191,191,24d09m33.6s,15d46m49.4s,17,16,17,-90,3,-100,2.47,A
192,192,24d09m33.6s,15d47m7.1s,29,29,29,0,2,69,2.42,A
193,193,24d09m33.7s,15d48m33.9s,10,10,10,0,3,-39,5.03,A
194,194,24d09m34.1s,15d47m13.2s,59,59,59,0,2,56,2.45,A
195,195,24d09m34.2s,15d48m33.2s,26,26,26,0,3,-46,4.99,A
196,196,24d09m34.5s,15d47m5.9s,25,24,25,0,2,65,2.37,A
197,197,24d09m34.7s,15d46m54.7s,22,22,22,0,2,88,2.37,A
198,198,24d09m34.7s,15d48m34.0s,25,25,25,0,3,-44,5.02,A
199,199,24d09m34.7s,15d46m40.4s,45,45,45,0,2,142,2.55,A
200,200,24d09m34.8s,15d48m32.7s,59,59,59,0,3,-53,4.96,A
201,201,24d09m34.8s,15d47m4.4s,49,49,49,0,2,64,2.35,A
202,202,24d09m34.8s,15d47m15.4s,13,11,12,-90,2,50,2.44,A
203,203,24d09m35.0s,15d47m9.6s,36,29,34,-50,2,55,2.37,A
204,204,24d09m35.1s,15d46m56.7s,65,61,63,0,2,78,2.34,A
205,205,24d09m35.2s,15d46m49.9s,34,24,31,-30,2,100,2.39,A
206,206,24d09m35.2s,15d46m49.2s,15,15,15,0,2,103,2.4,A
207,207,24d09m35.4s,15d46m59.9s,54,54,54,0,2,67,2.32,A
208,208,24d09m35.4s,15d47m15.6s,26,25,26,-90,2,45,2.42,A
209,209,24d09m35.7s,15d47m6.3s,60,48,56,0,2,54,2.32,A
210,210,24d09m35.8s,15d46m47.1s,29,28,28,0,2,107,2.4,A
211,211,24d09m35.8s,15d47m8.1s,49,26,42,0,2,49,2.33,A
212,212,24d09m35.8s,15d47m20.5s,56,41,51,10,2,42,2.48,A
213,213,24d09m35.8s,15d46m3.3s,36,32,34,0,4,38,3.59,A
214,214,24d09m36.0s,15d46m6.3s,19,18,18,-90,4,13,3.48,A
215,215,24d09m36.1s,15d46m53.3s,86,69,81,-20,2,79,2.32,A
216,216,24d09m36.1s,15d47m54.5s,23,23,23,0,2,142,3.42,A
217,217,24d09m36.2s,15d48m36.3s,21,21,21,0,3,-39,5.08,A
218,218,24d09m36.2s,15d47m15.9s,21,21,21,0,2,39,2.39,A
219,219,24d09m36.3s,15d47m32.3s,28,28,28,0,2,53,2.72,A
220,220,24d09m36.5s,15d46m50.4s,17,16,17,-90,2,88,2.32,A
221,221,24d09m36.5s,15d46m58.8s,31,19,27,0,2,60,2.27,A
222,222,24d09m36.6s,15d46m46.0s,71,47,63,0,2,105,2.38,A
223,223,24d09m36.7s,15d48m33.7s,38,38,38,0,3,-59,4.96,A
224,224,24d09m36.8s,15d46m39.8s,11,11,11,0,2,129,2.47,A
225,225,24d09m36.9s,15d46m57.0s,19,19,19,0,2,62,2.26,A
226,226,24d09m37.1s,15d47m1.3s,37,37,37,0,2,51,2.24,A
227,227,24d09m37.1s,15d47m21.4s,22,22,22,0,2,31,2.44,A
228,228,24d09m37.1s,15d46m7.9s,196,143,178,20,4,-3,3.39,A
229,229,24d09m37.1s,15d47m14.3s,39,39,39,0,2,31,2.33,A
230,230,24d09m37.2s,15d46m14.9s,57,57,57,0,4,-57,3.14,A
231,231,24d09m37.2s,15d46m40.4s,37,37,37,0,2,123,2.44,A
232,232,24d09m37.3s,15d46m56.2s,44,28,39,-70,2,62,2.25,A
233,233,24d09m37.4s,15d46m23.8s,45,45,45,0,4,-134,2.85,A
234,234,24d09m37.4s,15d47m26.5s,33,32,32,0,2,30,2.53,A
235,235,24d09m37.5s,15d47m30.5s,50,38,46,0,2,39,2.63,A
236,236,24d09m37.6s,15d46m59.8s,35,25,31,-20,2,48,2.22,A
237,237,24d09m37.6s,15d46m54.5s,28,27,27,-90,2,63,2.24,A
238,238,24d09m37.8s,15d46m45.0s,25,25,25,0,2,100,2.34,A
239,239,24d09m37.9s,15d46m39.7s,15,15,15,0,2,122,2.43,A
240,240,24d09m38.0s,15d46m40.3s,10,10,10,0,2,118,2.41,A
241,241,24d09m38.2s,15d47m18.8s,36,36,36,0,2,21,2.35,A
242,242,24d09m38.2s,15d47m27.8s,32,20,28,0,2,28,2.53,A
243,243,24d09m38.5s,15d45m57.6s,28,28,28,0,4,79,3.73,A
244,244,24d09m38.6s,15d45m59.2s,22,22,22,0,4,66,3.67,A
245,245,24d09m38.6s,15d46m10.8s,19,18,19,-90,4,-30,3.24,A
246,246,24d09m38.6s,15d46m53.8s,26,25,26,-90,2,58,2.2,A
247,247,24d09m38.7s,15d47m26.9s,24,24,24,0,2,23,2.49,A
248,248,24d09m38.7s,15d46m55.6s,41,40,41,0,2,51,2.18,A
249,249,24d09m39.0s,15d47m28.8s,34,34,34,0,2,21,2.52,A
250,250,24d09m39.2s,15d46m57.0s,73,55,67,-50,2,43,2.15,A
251,251,24d09m39.3s,15d47m49.5s,48,38,44,50,2,93,3.15,A
252,252,24d09m39.3s,15d46m45.4s,45,31,41,-20,2,86,2.27,A
253,253,24d09m39.3s,15d46m9.6s,22,20,21,-90,4,-24,3.26,A
254,254,24d09m39.3s,15d47m48.4s,17,17,17,0,2,88,3.11,A
255,255,24d09m39.5s,15d46m51.8s,204,115,174,-10,2,59,2.18,A
256,256,24d09m39.5s,15d46m58.0s,17,17,17,0,2,38,2.14,A
257,257,24d09m39.5s,15d46m55.4s,17,14,16,-90,2,45,2.15,A
258,258,24d09m39.6s,15d47m25.5s,45,44,45,0,2,9,2.42,A
259,259,24d09m39.7s,15d46m54.2s,20,19,20,-90,2,47,2.14,A
260,260,24d09m39.9s,15d45m57.8s,24,24,24,0,4,75,3.69,A
261,261,24d09m40.0s,15d47m27.1s,40,40,40,0,2,13,2.45,A
262,262,24d09m40.2s,15d47m47.9s,48,34,43,60,2,79,3.06,A
263,263,24d09m40.2s,15d47m28.8s,33,33,33,0,2,11,2.48,A
264,264,24d09m40.4s,15d45m55.0s,98,98,98,0,4,99,3.78,A
265,265,24d09m40.5s,15d46m58.9s,40,31,37,0,2,28,2.09,A
266,266,24d09m40.6s,15d47m2.5s,20,20,20,0,2,21,2.08,A
267,267,24d09m40.6s,15d46m10.4s,27,27,27,0,4,-33,3.19,A
268,268,24d09m40.7s,15d46m57.7s,24,23,23,0,2,29,2.08,A
269,269,24d09m40.8s,15d46m55.7s,15,14,15,-90,2,34,2.09,A
270,270,24d09m40.8s,15d46m56.9s,35,27,32,0,2,32,2.08,A
271,271,24d09m40.9s,15d47m10.1s,30,30,30,0,2,5,2.11,A
272,272,24d09m41.0s,15d47m23.7s,26,26,26,0,2,-3,2.32,A
273,273,24d09m41.1s,15d46m45.7s,24,24,24,0,2,71,2.18,A
274,274,24d09m41.2s,15d46m58.2s,21,21,21,0,2,23,2.06,A
275,275,24d09m41.3s,15d46m43.1s,13,13,13,0,2,80,2.22,A
276,276,24d09m41.5s,15d47m12.1s,46,46,46,0,2,-3,2.11,A
277,277,24d09m41.6s,15d45m50.7s,23,23,23,0,4,132,3.93,A
278,278,24d09m41.6s,15d47m23.5s,16,16,16,0,2,-8,2.3,A
279,279,24d09m41.7s,15d47m0.0s,36,36,36,0,2,15,2.03,A
280,280,24d09m41.7s,15d46m42.9s,10,10,10,0,2,78,2.21,A
281,281,24d09m41.8s,15d46m56.3s,19,19,19,0,2,24,2.04,A
282,282,24d09m41.8s,15d45m48.7s,180,101,154,-60,4,149,4.01,A
283,283,24d09m41.8s,15d45m46.7s,60,44,55,-50,4,166,4.09,A
284,284,24d09m41.9s,15d47m51.0s,17,17,17,0,2,85,3.12,A
285,285,24d09m41.9s,15d46m43.3s,10,10,10,0,2,75,2.19,A
286,286,24d09m41.9s,15d47m10.9s,35,35,35,0,2,-4,2.07,A
287,287,24d09m42.0s,15d47m49.0s,95,63,84,-40,2,72,3.05,A
288,288,24d09m42.0s,15d46m8.3s,58,58,58,0,4,-18,3.22,A
289,289,24d09m42.2s,15d47m18.7s,83,52,73,0,2,-13,2.18,A
290,290,24d09m42.2s,15d47m47.3s,25,25,25,0,2,61,2.98,A
291,291,24d09m42.2s,15d45m59.8s,26,26,26,0,4,53,3.55,A
292,292,24d09m42.4s,15d46m57.1s,35,27,33,0,2,19,2.01,A
293,293,24d09m42.4s,15d46m55.5s,25,18,23,60,2,22,2.02,A
294,294,24d09m42.4s,15d47m2.8s,30,30,30,0,2,5,2.0,A
295,295,24d09m42.5s,15d45m51.1s,30,24,28,-20,4,126,3.89,A
296,296,24d09m42.5s,15d47m1.3s,23,20,22,-90,2,4,1.99,A
297,297,24d09m42.7s,15d46m49.6s,23,17,21,0,2,44,2.06,A
298,298,24d09m42.7s,15d48m31.1s,49,49,49,0,3,-112,4.73,A
299,299,24d09m42.8s,15d47m50.3s,38,38,38,0,2,75,3.07,A
300,300,24d09m42.8s,15d46m54.0s,24,19,22,0,2,25,2.01,A
301,301,24d09m42.8s,15d46m39.4s,31,28,30,0,2,89,2.23,A
302,302,24d09m42.8s,15d47m15.2s,90,69,83,0,2,-19,2.09,A
303,303,24d09m42.9s,15d47m22.8s,52,47,50,-90,2,-19,2.23,A
304,304,24d09m42.9s,15d47m12.6s,38,38,38,0,2,-12,2.05,A
305,305,24d09m43.0s,15d46m53.2s,15,14,15,-90,2,27,2.0,A
306,306,24d09m43.1s,15d47m48.2s,39,24,34,-40,2,59,2.98,A
307,307,24d09m43.2s,15d46m52.5s,12,9,11,60,2,27,2.0,A
308,308,24d09m43.3s,15d47m20.7s,52,48,51,25,2,-22,2.17,A
309,309,24d09m43.4s,15d47m0.0s,25,23,24,-90,2,3,1.95,A
310,310,24d09m43.5s,15d46m10.0s,34,28,32,0,4,-36,3.12,A
311,311,24d09m43.6s,15d47m6.9s,53,48,51,20,2,-11,1.96,A
312,312,24d09m43.6s,15d46m57.0s,22,16,20,-90,2,8,1.95,A
313,313,24d09m43.9s,15d48m31.3s,29,29,29,0,3,-118,4.71,A
314,314,24d09m43.9s,15d45m52.4s,24,24,24,0,4,112,3.8,A
315,315,24d09m43.9s,15d46m51.5s,18,17,18,0,2,26,1.98,A
316,316,24d09m44.0s,15d46m8.6s,12,11,12,-90,4,-23,3.16,A
317,317,24d09m44.0s,15d47m31.5s,16,16,16,0,2,-9,2.41,A
318,318,24d09m44.0s,15d46m56.0s,21,21,21,0,2,8,1.94,A
319,319,24d09m44.0s,15d45m51.3s,35,29,33,-20,4,122,3.85,A
320,320,24d09m44.2s,15d47m1.9s,33,31,33,-90,2,-10,1.91,A
321,321,24d09m44.2s,15d47m26.9s,39,39,39,0,2,-24,2.27,A
322,322,24d09m44.4s,15d48m0.4s,29,29,29,0,2,129,3.41,A
323,323,24d09m44.4s,15d47m35.4s,55,50,53,0,2,-6,2.51,A
324,324,24d09m44.6s,15d46m10.7s,18,18,18,0,4,-42,3.06,A
325,325,24d09m44.7s,15d47m29.8s,89,80,86,-90,2,-19,2.34,A
326,326,24d09m44.8s,15d45m50.1s,30,28,29,0,4,130,3.88,A
327,327,24d09m44.8s,15d48m38.6s,27,27,27,0,3,-78,5.02,A
328,328,24d09m44.9s,15d48m32.5s,19,19,19,0,3,-116,4.75,A
329,329,24d09m44.9s,15d48m11.8s,21,20,21,-90,2,203,3.86,A
330,330,24d09m44.9s,15d46m50.8s,31,31,31,0,2,21,1.94,A
331,331,24d09m45.0s,15d46m58.4s,27,25,27,0,2,-3,1.88,A
332,332,24d09m45.0s,15d46m8.5s,45,45,45,0,4,-24,3.14,A
333,333,24d09m45.0s,15d46m54.8s,30,25,28,0,2,5,1.9,A
334,334,24d09m45.0s,15d46m19.6s,14,14,14,0,4,-121,2.73,A
335,335,24d09m45.0s,15d46m9.8s,25,25,25,0,4,-35,3.09,A
336,336,24d09m45.0s,15d46m44.4s,14,14,14,0,2,47,2.04,A
337,337,24d09m45.1s,15d46m57.2s,31,20,28,75,2,-5,1.88,A
338,338,24d09m45.1s,15d47m31.8s,55,44,51,20,2,-18,2.38,A
339,339,24d09m45.2s,15d45m52.1s,33,33,33,0,4,113,3.79,A
340,340,24d09m45.2s,15d46m2.8s,70,48,63,-15,4,21,3.35,A
